fire_record,IMD_score,population,White,mixed/multiple_ethnic_groups,Asian/Asian_British,Black/African/Caribbean/Black British,other_ethnic_group,Household_spaces_with_no_usual_residents,Household_Median_Annual_Household_Income_estimate_2012
0,13.01,99.88,21.88,2.69,62.9,7.76,4.77,3.27,30962.5
0,14.75,94.77,18.68,3.1,67.73,5.44,5.04,3.06,31462.46
1,16.87,86.59,20.21,3.53,63.21,8.53,4.52,1.64,30709.58
0,20.33,92.05,26.15,5.96,54.11,11.52,2.25,2.81,29198.12
0,21.13,106.03,18.56,5.89,54.48,17.55,3.53,1.58,27564.34
0,5.02,67.83,70.25,3.22,20.9,3.63,1.99,1.77,52140.08
0,15.01,60.26,58.1,6.06,20.08,12.79,2.97,1.93,33245.98
0,39.74,175.79,43.53,8.19,17.84,26.82,3.61,1.97,20626.6
0,14.08,66.59,75.8,6.73,8.4,7.41,1.67,2.96,43690.18
1,11.37,27.8,50.51,6.13,29.49,11.79,2.08,2.09,40300.46
0,14.11,39.37,72.02,4.94,15.55,5.15,2.34,2.22,42483.92
0,8.5,75.08,72.68,5.02,16.45,4.13,1.72,2.28,47399.8
0,19.51,127.65,17.68,2.79,65.95,9.63,3.95,0.54,28222.97
0,22.41,95.38,16.95,3.11,64,12.23,3.7,1.56,26143.28
0,29.26,103.26,20.75,3.65,58.95,11.06,5.59,2.4,26874.83
0,24.75,74.13,18.15,4.51,61.45,11.16,4.74,2.79,26668.41
0,16.68,41.21,33.81,4.87,44.61,11.92,4.79,2.19,31835.7
0,16.92,86.94,21.51,4.86,60.5,9.72,3.41,2.02,28893.38
1,17.28,116.27,22.35,3.82,60.29,9.82,3.71,1.5,30270.49
0,14.99,72.16,31.02,4.54,51.64,11.89,0.9,1.7,33714.98
0,8.89,70.64,75.68,4.93,14.29,3.23,1.87,2.58,50256.8
1,7.58,55.53,58.06,4.84,30.76,3.4,2.94,2.42,51654.54
0,23.87,49.18,70.66,6.29,13.07,9.07,0.91,2.71,30278.67
1,7.82,75.89,74.89,3.72,17.33,2.71,1.35,4.78,51183.55
0,9.64,54.18,72.38,4.24,17.94,3.48,1.96,2.33,46882.46
0,14.11,96.41,77.98,3.97,12.74,4.16,1.14,3.15,42698.06
0,5.83,50.68,57.85,3.1,34.89,3.36,0.79,2.12,59046.67
0,17.13,105.3,27.92,4.09,56.68,9.27,2.05,5.49,31089.09
0,21.96,108.3,14.42,2.79,73.56,6.95,2.28,3.18,27618.15
0,34.18,98.51,22.86,3.76,59.02,10.92,3.45,4.03,25994.65
0,18.41,131.4,17.9,2.78,66.48,8.18,4.66,1.62,30413.85
0,25.7,55.69,22.37,5.25,59.09,8.56,4.73,1.4,29196.75
0,12.99,112.91,31.92,3.74,52.92,9.58,1.83,2.43,35826.22
0,15.4,115.94,22.4,4.36,62.83,8.79,1.63,2.7,31632.05
0,24.91,122.69,21.44,2.59,66.04,5.99,3.94,3.01,28793.76
0,10.26,46.52,69.94,4.16,22.37,2.56,0.97,3.1,50969.42
0,16.22,16.87,68.1,7.83,15.38,7.55,1.13,2.96,41997.42
0,15.67,11.68,73.66,4.64,14.25,5.58,1.88,2.17,51271.27
0,11.3,18.16,75.39,5.7,12.94,4.92,1.05,1.55,54687.97
0,24.98,27.93,64.2,6.62,15.42,11.18,2.57,1.81,29548.03
0,7.94,41.71,68.95,4.76,19.7,5.64,0.95,1.27,46910.99
0,8.35,15.78,71.31,4.92,17.06,5.01,1.7,2.26,56490.59
1,9.48,63.47,68.9,5.17,16.35,8.05,1.53,1.39,47186.61
0,5.94,35.01,91.68,2.97,3.11,0.61,1.62,7.76,72466.01
0,8.51,68.02,89.69,3.66,2.79,1.13,2.73,4.82,48413.11
0,7.18,19.89,91.36,2.53,4.07,0.8,1.23,3.12,61630.72
0,13.15,60.43,84.55,3.88,5.47,2.67,3.43,3.18,39082.96
0,4.03,40.68,83.42,4.16,8.4,0.76,3.26,6.48,55607.36
1,4.68,33.91,79.29,3.31,13.03,0.9,3.46,12.38,60811.39
0,23.82,73.86,78.56,5.16,9.23,3.73,3.32,3.66,28452.19
0,5.76,98.78,86.46,4.72,6.77,0.91,1.14,2.41,46419.82
0,3.7,21.1,91.33,3.23,4,0.48,0.96,4.2,69626.98
1,8.02,3.91,92.71,2.93,2.93,0.44,1,2.79,69961.42
0,7.83,104.63,90.36,3.29,3.68,0.67,2.01,4.67,41895.62
0,5.99,136.65,91.19,2.36,3.09,1.01,2.36,2.46,48345.66
0,6.07,44.8,92.45,2.42,3.57,0.63,0.92,3.38,59510.35
0,7.46,87.27,91.78,2.8,3.8,0.62,1,3.01,47707.08
0,5.52,92.65,94.12,2.26,2.33,0.9,0.39,1.99,46917.8
0,7.79,66.16,88.13,3.38,6.7,1.14,0.65,2.15,38877.62
0,4.74,52,92.7,2.94,2.52,1.29,0.55,2.13,48002.86
1,8.96,39.23,90.32,2.28,4.78,0.93,1.69,2.69,39694.33
0,8.91,37.89,84.65,4.95,7.29,1.45,1.67,3.4,37030.61
1,12.15,5.6,87.99,4.51,5.04,0.76,1.7,2.59,52133.35
0,11,4.32,83.01,2.4,8.36,3.5,2.72,4.3,39081.34
0,7.11,32.02,79.87,5.06,7.18,2.18,5.71,1.93,38635.03
0,28.72,16.23,83.64,2.87,7.82,2.87,2.81,2.23,27360.31
0,11.45,67.5,85.07,4.31,7.13,1.9,1.59,1.31,34702.91
0,5.14,52.65,84.8,3.9,8.72,1.26,1.32,7.98,50323.86
0,3,37.63,88.16,2.22,7.96,1.04,0.62,2.09,54874.59
0,7.24,3.87,87.24,3.24,6.84,1.22,1.47,6.57,41428.15
0,4.59,50.69,89.46,2.29,7.53,0.3,0.42,2.41,46467.45
0,3.25,51.45,89.9,3.46,4.6,0.91,1.14,1.36,41271.11
1,22.9,16.57,87.1,3.45,6.9,1.53,1.02,2.81,30817.24
0,8.49,39.33,90.19,3.27,4.56,1.23,0.76,4.88,38489.41
1,6.07,48.39,90.38,2.11,5.93,0.92,0.66,0.94,41155.71
0,26.7,42.75,80.84,3.4,10.09,3.4,2.27,4.32,29349.99
0,9.45,33.63,83.41,3.98,9.6,2.05,0.97,1.48,38747.97
0,10.15,51.45,81.95,4.08,9.21,3.15,1.61,1.41,35760.18
0,37.02,64.9,81.34,4.54,10.62,2.59,0.91,2.3,26312.56
0,16.56,70.94,84.78,3.54,8.44,1.52,1.73,3.52,31541
0,7.29,16.6,87.21,3.08,5.35,1.74,2.62,8.4,38812.28
0,4.47,44.07,92.67,2.75,3.99,0.2,0.39,12.4,53523.18
1,12.98,61.6,88.77,2.86,4.32,2.33,1.73,1.92,38045.06
0,7.84,36.34,89.24,3.31,5.3,1.21,0.94,4.07,49085.93
0,7.34,61.33,88.24,3.53,5.66,1.4,1.18,2.7,43014.46
0,13.14,88.8,86.05,4.6,5.34,2.41,1.6,4.68,35678.61
0,14.81,79.94,52.4,4.1,35.86,5.37,2.27,2.1,31990.8
0,26.04,68.22,60.51,4.45,23.96,9.52,1.55,2.17,24953.56
0,20.36,42.4,83.6,3.82,9.3,1.67,1.61,1.28,31113.29
0,15.73,62.52,65.8,3.67,25.05,2.84,2.64,1.83,29316.12
1,9.21,49.88,81.38,2.97,13.1,1.24,1.31,1.43,40771.25
0,9.31,40.16,76.75,2.95,17.53,0.86,1.91,2.81,36180.2
0,4.17,70.57,88.29,4.15,6.29,0.23,1.04,1.57,62836.76
0,6.72,9.43,86.03,2.91,8.34,0.44,2.28,8.97,46010.95
0,11.35,89.77,85.95,3.98,6.64,2.05,1.38,2.85,40322.06
0,8.45,75.49,89.24,2.48,6.39,0.78,1.11,5.64,54072.58
0,5.88,64.51,91.53,2.9,4.32,0.3,0.95,4.69,62052.46
0,13.63,20.1,87.46,2.95,4.83,0.6,4.15,2.54,40730.44
0,11.47,51.23,87.75,5.6,3.65,1.24,1.76,3.72,46651.26
0,7.82,106.46,88.75,4.18,4.46,1.42,1.2,4.67,47333.15
0,19.17,63.34,83.48,4.03,6.57,3.43,2.49,3.6,34570.06
1,6.3,128.22,87.88,5.04,4.4,1.66,1.02,2.35,41187.46
0,5.53,122.53,88.41,4.74,3.94,1.37,1.54,3.08,47890.58
0,3.88,98.84,94.44,2.32,2.08,0.31,0.85,2.45,56532.05
0,6.74,87.5,87.61,3.88,5.36,0.99,2.16,2.62,52071.91
0,9.27,11.47,87.76,3.13,6.21,1.66,1.24,5.32,51876.33
0,8.23,91.1,84.81,4.4,6.28,2.68,1.83,4.26,44013.93
0,17.79,74.69,78.89,5.12,10.73,2.45,2.81,2.34,37438.64
0,18.7,68.49,84.15,4.65,7.89,1.48,1.83,3.62,38301.28
1,7.13,59.18,83.83,4.71,8.94,1.57,0.95,2.61,50832.34
0,11.47,98.83,81.77,4.88,10.14,1.53,1.68,2.58,38653.47
1,3.8,107.35,92.25,3.28,2.77,1.07,0.63,2.73,57204.81
0,11.78,36.54,78.49,3.82,13.47,1.68,2.55,2.04,39579.27
0,5.58,117.02,91.37,2.92,4.98,0.27,0.46,2.89,51096.25
0,5.06,52.02,86.52,3.15,8.47,0.93,0.93,2.26,48339.98
0,5.81,45.66,88.56,3.96,5.13,0.64,1.71,2.44,48694.02
0,4.82,92.56,86.84,5.52,3.64,1.58,2.43,5.17,51818.46
0,7.63,48.93,89.46,3.45,5.24,0.41,1.45,3.79,49137.83
0,7.46,88.65,87.05,3.92,6.63,0.84,1.57,5.87,49103.93
0,5.25,116.2,88.75,4.77,4.12,1.11,1.24,5.18,51340.78
0,7.33,31.96,82.64,4.9,8.37,0.99,3.1,4.08,57525.62
1,6.71,34.49,88.56,2.89,5.78,0.69,2.07,9.8,53752.72
0,6.02,100.06,90.89,3.24,4.39,0.4,1.08,6.22,57709.4
0,19.58,14.59,84.36,4.23,8.32,0.72,2.37,2.56,38734.07
0,5.9,85.38,85.88,4.26,4.26,2.19,3.42,3.77,58532.73
0,6.1,64.43,89.85,3.27,5.25,0.14,1.5,3.33,54747.72
0,4.6,58.15,89.55,4.19,4.25,1.42,0.6,4.09,51326.12
0,6.2,87.65,89.71,3.39,4.51,0.83,1.56,2.1,48107.28
0,4.78,96.24,92.17,2.99,3.15,0.68,1.01,2.22,44724.16
0,5.57,59.67,90.59,2.76,3.39,2.13,1.13,2.24,46410.63
1,6.09,34.69,90.04,3.43,4.82,0.66,1.06,1.97,46030.17
0,3.47,84.09,89.99,2.71,5.06,0.82,1.41,2.01,48694.94
0,4.57,78.45,93.68,2.67,2.44,0.7,0.52,2.59,46429.09
0,13.59,25.47,85.89,5.14,5.77,1.68,1.52,3.24,36064.29
0,4.83,6.93,93.58,1.97,3.66,0.34,0.45,4.53,50176.33
0,6.59,72.31,91.19,3.25,3.78,0.53,1.26,3.17,47490.91
1,2.67,55.71,92.83,2.39,3.56,0.76,0.47,6.03,48994.45
0,3.78,49.03,87.72,3.43,6.06,0.65,2.14,6.29,57927.93
0,6.7,74.21,91.71,2.48,4.58,0.8,0.43,3.8,43336.86
0,4.82,100,90.14,3.47,4.99,0.91,0.49,4.4,50762.86
0,8.02,39.61,91.27,3.61,3.61,0.87,0.64,3.28,44150.29
0,7.55,56.79,89.91,2.67,6.01,0.79,0.61,4.9,41369.16
1,8.3,97.41,87.85,3.98,5.39,1.59,1.19,1.17,41407.33
1,7.89,89.22,91.81,2.75,3.96,0.54,0.94,3.02,44378.32
0,5.15,85.73,86.2,4.43,7.19,0.87,1.31,2.47,42309.59
0,21.16,20.69,80.22,3.71,12.16,1.54,2.37,2.54,32417.95
0,7.06,61.04,87.5,3.29,5.67,2.01,1.52,1.47,40213.94
0,5.89,81.05,79.4,5.71,10.73,2.7,1.47,0.98,38020.25
0,13.19,24.81,77.93,4.73,12.85,2.4,2.09,1.69,34779.56
0,10.73,68.18,84.9,4.49,6.9,2.28,1.43,1.32,38146.32
0,7.58,38.95,79.86,2.65,13.66,1.67,2.16,1.26,36282.5
1,12.07,79.5,82.57,3.03,10.57,1.92,1.92,3.42,34881.89
0,20.97,70.28,70.11,4.63,19.13,3.39,2.73,2.18,29983.11
0,6.91,63.45,74.41,3.8,16.95,2.48,2.37,2.34,37512.65
0,7.63,71.97,79.6,4.78,12.05,2.42,1.15,3.5,36639.68
0,6.49,56.17,85.4,3.44,7.18,0.8,3.19,1.03,38528.48
0,29.82,171.12,37.13,6.7,9.82,41.36,4.99,1.33,27207.92
0,40.63,180.32,22.51,8.78,5.52,59,4.2,0.7,22220.5
0,19.2,79.1,65.35,5.14,7.85,18.52,3.14,4.42,42164.23
0,21.51,129.05,61.18,6.46,7,23.07,2.28,2.56,37303.79
0,28.04,194.25,38.97,5.1,7.78,44.18,3.97,1.22,28094.7
1,24.75,148.64,47.9,7.53,7.4,31.83,5.34,1.19,29571.5
0,30.16,160.36,51.94,4.62,8.45,30.93,4.06,1.5,28964.54
0,34.58,185.48,33.96,5.74,8.74,47.88,3.68,0,23927.5
0,23.59,126.32,49.55,9.46,8,29.67,3.32,0.71,31843.36
0,32.3,219.68,31.18,4.96,8.41,51.24,4.21,0.52,23746.78
0,39.69,121.54,41.68,5.54,9.03,37.85,5.89,1.75,25342.38
0,30.64,140.01,39.12,5.11,7.98,44.24,3.55,0.48,26243.42
0,26.67,155.1,51.87,6.8,7.67,30.03,3.63,1.35,31953.53
1,31.18,261.76,26.76,6.43,8.04,52.18,6.59,1.47,22654.71
0,32.72,158.73,41.77,7.26,5.91,40.94,4.12,0.19,24901.62
1,31.44,135.42,35.7,5.76,8.78,46.03,3.72,0.37,25589.76
0,16.42,101.59,71.1,5.43,9.72,11.91,1.85,3.59,39098.75
0,22.97,91.04,69.92,5.16,9.1,13.07,2.75,4.96,43474.74
0,28.92,133.33,60.23,5.75,14.04,15.04,4.95,3.98,30728.28
0,38.97,119.62,46.41,6.36,14.94,30.32,1.97,5.65,26216.57
0,33.61,73.53,57.11,5.77,19.42,14.85,2.86,3.07,35603.44
0,18.62,62.91,65.47,7.03,11.81,14.28,1.41,9.89,42426.97
0,21.01,90.54,54.4,5.81,26.45,10.73,2.61,6.04,39337.98
1,14.25,296.82,68.02,4.93,19.78,5.2,2.06,4.33,59465.65
0,24.29,123.33,55.31,6.63,19.77,15.13,3.16,4.55,38084.88
0,31.17,231.35,48.57,5.51,13.56,29.11,3.25,1.74,28985.13
0,20.47,113,54.49,5.35,20.32,17.03,2.81,4.13,38972.35
0,33.39,259.74,39.58,7.01,12.47,36.95,3.98,1.12,25181.11
0,18.25,204.06,63.1,3.85,12.55,17.03,3.48,4.2,40423.36
0,31.34,123.01,42.58,8.37,16.92,27.61,4.52,1.58,25670.9
0,40.14,196.71,34.09,7.1,20.78,33.94,4.1,1.96,24686.3
0,16.41,20.4,69.27,4.87,9.44,14.49,1.92,1.88,51414.49
0,17.01,37.47,63.63,6.56,9.22,19.06,1.53,1.63,47444.7
0,36.14,110.59,42.65,8.57,3.76,40.87,4.15,1.77,24677.9
0,17.28,61.91,71.2,6.07,6,15.33,1.4,3.26,43155.44
0,17.08,83.05,72.83,6.15,6.84,12.57,1.6,2.57,46124.43
0,27.47,76.72,51.84,6.4,5.77,33.68,2.31,1.12,27243.87
1,16.05,13.61,71.88,5.32,13.47,8.61,0.72,2.23,56947.11
0,15.59,128.24,73.84,4.82,6.1,13.96,1.28,6.11,49473.38
0,18.64,105.18,69.21,6.39,7.25,15.03,2.11,5.59,46214.8
0,17.26,160.44,71.34,6.82,4.69,15.64,1.5,2.76,47014.44
0,18.28,134.86,68.35,7.32,6,16.18,2.15,3.18,43785.25
0,11.83,150.39,73.23,6.82,3.32,15.96,0.65,3.74,50125.27
0,14.12,107.05,74.5,5.93,5.09,12.92,1.57,1.11,48041.14
0,16.32,106.1,73.12,4.5,5.73,15.14,1.52,2.92,44939.79
0,27.36,152.57,59.74,7.03,10.79,19.54,2.9,2.42,28598.78
0,37.84,174.31,44.84,5.72,7.38,36.63,5.43,1.32,22990.08
0,39.21,266.16,35.98,4.98,15.35,39.26,4.43,1.49,22424.37
0,35.38,43.74,45.72,8.04,8.87,31.6,5.76,2.01,28017.93
0,33.35,192.18,43.84,8.19,10.51,32.2,5.26,1.19,24598.43
0,31.35,235.46,32.22,4.54,9.92,46.98,6.34,2.76,21714.73
0,46.58,274.11,25.47,8.26,11.8,50.24,4.23,0.38,21872.94
0,24.1,73.47,57.32,8.23,8.56,20.08,5.81,3.54,29008.19
0,38.99,68.75,37.28,5.11,10.43,44.55,2.62,2.03,23682.85
0,50.41,259.97,28.25,7.41,8.13,51.63,4.59,0.49,21304.4
0,27.73,231.87,44.2,5.8,9.07,37.79,3.14,1.52,26683.85
0,29.81,191.76,52.24,6.48,8.12,29.94,3.21,0.67,24871.13
1,35.37,221.68,33.36,5.05,12.22,45.35,4.02,0.2,22900.98
0,31.04,212.1,51.84,7.98,6.38,29.45,4.36,4.3,24864.56
1,30.43,187.25,59.64,6.29,9.51,20.82,3.73,5.37,31723.94
1,27.45,140.68,63.76,7.6,5.02,19.74,3.89,5.44,24781.29
0,22.93,169.39,61.85,5.54,11.79,17.01,3.8,5.52,33790.83
0,29.51,105.97,59.19,5.38,11.83,20.52,3.08,3.35,33404.05
0,32.85,103.09,60.23,5.46,10.18,21.25,2.89,1.51,26183.94
0,26.49,110.19,55.7,5.25,17.31,18.33,3.4,1.84,30278.73
0,31.14,173.59,27.79,7.42,6.33,54.25,4.2,0.41,21980.91
0,35.23,122.69,43.26,7.66,7.46,37.91,3.71,1.15,26292.35
1,38.15,66.61,53.77,5.75,8.91,28.1,3.48,1.44,22045.84
1,34.24,127.53,58.75,4.05,7.65,26.96,2.59,0.53,23904.26
0,31.66,55.92,35.7,7.43,6.61,44.28,5.97,1.32,23795.39
0,28.86,81.48,29.18,6.17,5.97,52.81,5.87,0.69,23651.88
0,31.08,152.76,30.21,6.75,7.65,50.66,4.74,1.16,24447
0,39.26,154.25,51.66,4.06,10.6,30.22,3.48,0.36,22650.14
0,32.42,202.58,43.36,7.04,6.03,39.01,4.56,1.83,24665.24
0,28.38,213.29,31.82,6.77,7.18,49.27,4.96,12.98,24274
0,35.67,103.82,52.65,8.51,9.51,25.25,4.09,5.47,25033.21
0,35.08,221.18,56.21,6.21,4.84,29.55,3.18,0.94,27442.62
0,30.27,160.99,53.16,7.79,7.47,27.24,4.35,2.48,30056.94
0,25.15,150.21,70.62,6.01,5.11,15.1,3.16,4.24,36197.71
0,24.49,168.6,54.44,8.18,8.18,25.59,3.61,1.95,28553.33
0,27.98,128.65,44.39,10.05,5,38.17,2.39,1.87,27485.58
0,35.78,90.94,42.58,6.44,5.47,42,3.51,0.97,25192.16
1,17.58,52.45,65.07,7.46,4.97,20.76,1.74,1.84,39625.35
0,35.58,149.88,35.19,7.23,6.35,46.77,4.47,0.92,24631.91
0,31.64,144.87,46.7,7.36,6.52,36.93,2.48,0.93,27523.55
0,45.15,154.95,32.57,7.42,7.15,49.12,3.73,1.01,23713.83
1,26.45,142.8,48.12,6.91,5.89,36.69,2.39,1.66,28400.92
1,39.43,169.09,23.71,6.34,8.01,57.41,4.52,0.46,23426.53
0,34.84,213.05,27.09,6.49,10.51,52.08,3.83,0.49,24627.88
0,32.31,122.4,31.72,7.4,8.26,44.69,7.93,1.15,25728.62
0,30.98,200.35,19.03,7.43,9,61.27,3.27,0.96,23917.62
0,27.3,174.56,33.05,7.87,8.11,47.24,3.72,1.58,27397.83
0,39.14,154.02,26.09,7.07,12.2,50.48,4.17,0.49,24329.69
0,33.9,199.24,27.52,6.61,6.17,56.39,3.31,1.25,23811.83
1,22.81,27.95,72.08,5.97,4.69,15.73,1.54,2.95,45404.48
0,20.18,44.44,64.71,6,4.9,22.86,1.53,1.79,36093.61
0,15.61,44.22,75.84,5.68,3.42,13.82,1.23,2.03,46094.77
0,11.3,70.66,77.38,5.35,3.62,11.6,2.05,2.01,49395.44
0,24.04,182.38,47,8.32,5.95,37.21,1.51,1.3,32086.96
0,28.03,88.05,40.46,6.94,6.3,44.45,1.85,2.54,27235.92
0,14.81,142.52,75.49,5.03,4.08,13.66,1.75,3.01,44597.75
0,24.6,140.11,65.2,6.12,10.59,14.98,3.1,2.63,30338.53
0,28.55,150.74,66.69,5.45,8.77,15.91,3.18,1.68,27534.04
0,31.18,172.92,63.23,3.66,6.51,22.04,4.57,1.68,22662.49
0,19.54,77.77,60.67,6.61,9.36,18.87,4.49,4.89,33603.57
1,26.42,159.27,59.42,5.63,8.18,24.29,2.48,1.79,27936.28
0,12.38,199.81,61.09,5.45,21.91,7.79,3.76,3.76,46752.33
0,24.93,160.28,70.21,5.01,8.99,13.11,2.68,3.71,32028.86
0,25.96,51.6,56.99,5.53,17.18,15.68,4.61,3.93,31159.54
0,8.26,131.65,61.59,4.84,26.9,3.6,3.07,3.38,54542.69
0,27.07,138.68,56.95,4.41,11.32,24.69,2.63,4.38,26611.08
0,25.71,132.05,62.88,4.28,7.27,21.41,4.15,1.85,25821.32
0,36.2,67.05,57.46,5.55,7.34,25.89,3.76,4.58,24050.53
0,31.5,203.92,49.35,5.91,11.87,29.44,3.43,1.1,23980.34
0,25.89,131.02,56.78,5.43,7.37,25.09,5.33,2.44,26553.81
0,22.29,111.42,51.15,7.48,11.24,25.47,4.66,0.97,29009.64
0,22.58,187.27,51.91,7.21,15.75,19.45,5.68,1.71,28524.12
0,39.89,169.42,35.79,7.02,6.07,46.85,4.27,0.87,21336.14
0,27.4,217.06,50.96,6.08,8.49,28.31,6.14,1.69,24293.38
0,45.39,127.67,70.33,4.38,5.43,17.46,2.39,1.42,23047.09
0,26.4,121.76,79.65,4.25,4.25,10.54,1.32,1.16,30204.22
0,31.11,211.66,50.96,4.28,10.49,29.91,4.35,0.54,25314.87
0,27.32,236.28,28,8.1,6.79,54.55,2.57,2.91,25046.56
0,17.33,117.54,64.91,7.84,5.27,19.47,2.51,3.16,45726.06
0,24.36,149.8,35.86,8.03,10.53,39.56,6.02,0.49,24822.65
0,20.52,38.1,60.81,7.06,8.51,21.55,2.08,0.62,40568.53
0,16.69,148.37,41.03,6.64,14.83,33.97,3.53,3.98,28837.24
0,14.51,83.75,74.58,5.49,3.93,12,4,2.69,47455.99
0,9.73,98.94,74.98,5.28,7.45,11.06,1.23,2.7,48584.34
1,15.76,107.35,68.86,5.32,7.47,15.63,2.72,1.6,46705.9
0,8.68,129.97,72.49,6.26,15.2,2.89,3.16,5.19,56448.48
0,8.35,136.33,72.71,4.29,16.06,4.41,2.54,2.98,55789.47
0,38.92,67.45,72.73,4.11,5.96,15.96,1.24,0.97,27174.71
1,19.67,110.45,71.19,4.41,11.67,9.73,3,3.51,40997.39
0,21.67,62.81,68.73,5.13,12.47,12.2,1.47,1.91,40999.3
0,8.41,125.37,74.22,3.59,17.3,3.06,1.82,7.47,59188.08
0,17.25,48.15,64.56,3.7,26.97,3.16,1.61,4.61,53474.8
0,31.99,199.59,57.18,6.47,12.15,20.94,3.26,3.21,29919.41
0,21.53,89.42,63.71,6.63,6.57,20.34,2.74,3.86,43864.59
0,29.36,128.32,48.51,6.35,12.09,31.23,1.81,2.81,28342.77
0,27.4,117.58,60.39,6.18,4.75,26.54,2.14,3.31,37387.54
0,30.53,127.35,45.47,7.44,6.33,37.27,3.49,1.1,26659.49
0,19.29,139.36,66.89,6.16,3.74,20.98,2.23,2.8,45520.24
1,23.91,150.07,47.29,7.69,7.27,34.65,3.1,2.65,29678.07
0,35.54,96.26,29.98,5.54,12.47,48.08,3.93,1.89,26035.88
0,34.37,111.95,40.01,5.76,8.26,44.11,1.86,0.84,26309.88
0,9.33,16.65,80.17,6.33,9.74,2.71,1.04,4.05,73740.46
0,13.13,62.5,78.54,6.2,4.84,9.42,1.01,3.83,53584.13
1,18.23,124.44,70.61,5.45,5.89,16.78,1.27,2.64,42206.94
0,9.2,62.57,80.96,5.98,5.7,6.5,0.86,3.59,63329.11
0,8.56,102.1,81.31,4.4,5.13,8.34,0.83,2.26,62257.5
1,9.78,55.91,80.08,6.9,6.11,5.84,1.06,3.96,65394.35
0,8.63,31.31,86.21,5.25,5.19,2.49,0.87,2.52,75784.95
0,18.32,4.8,71.42,4.64,10.83,12.1,1.01,1.75,30831.79
0,13.52,59.94,76.41,3.27,11.73,7.63,0.96,1.41,31596.41
0,15.61,51.81,82.25,3.28,5.01,8.47,0.99,2,29345.13
0,8.56,43.71,81.92,2.93,8.29,6.36,0.5,1.21,43306.83
0,9.86,44.99,73.12,3.38,14.71,8.11,0.68,1.17,38904.46
0,12.41,94.01,77.5,4.71,11.15,6.17,0.46,2.54,33148.12
1,5.32,79.23,72,1.92,17.63,6.4,2.06,0.8,36506.05
0,44.33,58.53,73.24,5.56,8.52,10.07,2.61,0.81,22017.33
0,5.77,27.95,72.02,2.6,20.31,4.04,1.03,1.56,50893.68
0,8.48,19.34,69.59,2.51,20.31,7.15,0.44,1.36,46859.3
0,15.28,30.83,62.77,4.82,25.66,5.94,0.8,9.2,31214.72
1,5.73,41.29,72.63,2.66,20,2.87,1.84,0.95,45754.48
0,43.23,39.37,76.84,7.76,6.05,8.75,0.61,1.74,20793.96
0,35.55,117.91,70.85,5.58,8.76,13.33,1.47,1.44,21670.96
0,34.41,68,70.41,6.12,11.82,10.48,1.17,2.53,23419.78
0,4.56,33.74,86.82,2.73,8.03,1.95,0.47,1.46,52308.54
0,7.54,22.16,75.57,2.71,16.63,3.2,1.88,2.99,50938.56
0,5.42,38.68,73.78,2.23,19.71,2.43,1.84,3.24,53118.78
0,4.48,63.23,83.18,3.28,9.54,2.39,1.61,4.96,40789.68
0,5.63,52.29,79.15,3.31,14.36,2.12,1.06,1.85,51583.64
1,18.89,95.97,74.82,5.05,12.13,6.94,1.05,3.69,32009.41
0,4.8,62.81,85.62,2.8,7.28,3.16,1.13,0.64,42342.31
0,5.99,56.61,87.1,3.66,5.65,2.87,0.72,1.56,43233.82
1,21.1,38.68,87.72,4.44,2.71,3.96,1.18,1.8,32160.64
0,7.36,41.84,86.85,3.69,5.69,3.1,0.66,2.01,38572.98
0,4.69,60.92,87.44,3.45,6.17,2.65,0.29,1.3,38724.41
0,10.82,36.18,89.74,2.69,5.46,1.38,0.73,1.42,39564.26
0,8.24,93,80.79,5.64,9.32,3.3,0.95,1.61,36051.39
0,4.08,42.48,87.76,3.47,5.63,2.42,0.72,1.61,47658.91
0,5.08,47.78,83.4,3.74,9.46,3.02,0.38,1.82,46718.05
1,3.09,19.37,85.02,1.5,10.99,2.09,0.39,0.76,61462.74
0,12.51,65.68,81.29,3.34,8.44,5.95,0.98,0.64,32101.79
0,13.13,3.8,79.99,2.68,12.14,3.97,1.23,1.33,40817.05
0,14.74,24.59,82.96,3.51,5.2,7.33,1,0.78,30590.1
0,9.2,61.13,79.1,4.49,12.53,3.06,0.82,3.19,37020.25
0,10.45,31.71,81.01,2.91,13.63,1.46,0.99,1.37,38523.77
0,2.79,32.86,86.25,3.06,8.44,1.71,0.55,2.62,53061.81
1,4.66,11.1,76.83,2.25,17.06,2.19,1.67,2.62,62084.68
0,6.16,66.91,79.26,3.09,14.91,2,0.74,1.34,34204.81
1,6.39,49.72,86.57,1.99,8.96,1.68,0.81,1.39,39445.77
0,4.05,56.34,89.14,2.12,7.04,0.96,0.75,0.97,39930.87
0,9.79,65.19,79.46,3.1,12.9,2.33,2.21,1.33,32618.42
0,9.58,55.33,87.52,2.19,8.6,1.2,0.49,1.36,34753.38
0,4.75,54.62,87.91,1.5,8.84,1.3,0.46,0.18,45168.49
0,8.31,62.72,79.05,3.38,14.18,1.79,1.6,0.79,36637.86
0,5.32,54.98,83.97,3.28,10.13,0.8,1.82,2.08,43156.07
0,28.16,54.84,66.04,4.47,17.92,9.5,2.07,0.83,25609.41
0,23.24,101.96,76.12,4.55,13.42,4.93,0.99,0.3,25790.62
0,31.64,116.58,79.09,2.84,9.79,6.13,2.15,0.79,24696.8
