fire_record,IMD_score,population,White,mixed/multiple_ethnic_groups,Asian/Asian_British,Black/African/Caribbean/Black British,other_ethnic_group,Household_spaces_with_no_usual_residents,Household_Median_Annual_Household_Income_estimate_2012
1,31.36,119.66,78.73,4.84,9.15,6.63,0.66,1.05,23722.86
0,19.78,80.6,79.15,3.16,9.36,6.32,2.01,0.63,27853.79
0,23.68,86.76,73.59,3.43,10.95,10.35,1.68,0.75,24379.04
0,34.12,67.81,71.5,4.97,16.53,5.98,1.02,0.27,23351.92
0,10.22,23.79,77.85,2.63,12.39,6.38,0.75,1.08,31775.38
0,11.15,80.61,79.9,2.27,13.3,3.62,0.92,2.08,31827.78
0,6.65,88.19,84.18,2.86,11.07,1.17,0.72,1.15,34443.3
0,6.48,79.11,81.92,2.25,13.51,1.59,0.73,0.93,36683.61
0,11.83,67.21,73.59,3.21,18.54,3.55,1.11,1.42,31394.29
0,7.55,52.06,80.39,2.62,12.09,3.94,0.97,2.08,32381.74
1,8.4,65.2,75.4,3.09,16.36,2.96,2.19,2.14,32067.42
0,16.02,72.9,77.87,3.69,12.85,3.62,1.98,2.18,33148
1,14.17,97.04,79.96,3.93,10.44,4.57,1.1,2.11,31980.17
0,9.61,87.26,79.31,4.24,10.96,4.39,1.1,3.09,35787.18
0,34,119.21,66.07,4.71,15.97,10.21,3.05,1.84,23874.79
0,21.09,132.5,75.31,3.22,11.32,8.94,1.22,2.43,26921.07
0,26,57.65,73.85,4.22,12.95,7.02,1.96,3.04,26640.36
0,11.79,125.19,80.32,4.54,11.49,3.03,0.62,2.49,31996.71
0,8.77,41.33,76.03,5.22,13.21,4.61,0.92,1.56,35994.37
0,12.27,47.74,76.82,2.44,13.98,5.63,1.13,1.01,31457.55
0,12.48,81.75,78.13,3.68,11.99,5.26,0.94,2.7,31507.02
0,9.43,56.33,81.77,3.6,11.67,2.71,0.25,0.66,36005.67
1,23.36,67.86,74.06,5.53,13.63,5.4,1.38,1.23,28059.29
0,9.98,67.21,81.87,3.8,8.01,4.62,1.7,1.09,31246.26
0,21.63,102.73,75.06,4.23,11.6,5.96,3.14,6.49,28459.99
0,14.85,90.75,77.62,4.27,12.57,3.68,1.87,5.73,37000.18
0,14.9,80.96,74.2,4.42,14.08,5.31,1.98,4.28,30444.71
0,13.12,105.67,67.74,4.1,18.15,4.27,5.74,2.8,34114.86
1,4.87,42.12,83.08,3.43,9.72,2.31,1.47,2.26,51642.01
0,8.12,91.12,76.84,3.01,14,4.12,2.03,3.07,39240.46
0,9,84.55,70.3,3.44,20.09,4.56,1.6,5.01,36614.31
0,3.33,48.22,81,3.77,13.97,0.31,0.94,1.31,51285.57
0,7.91,63.98,77.28,3.65,12.64,4.87,1.56,2.79,41531.09
0,14.18,45.38,81.15,3.6,10.86,3.4,0.98,1.1,31744.57
0,9.33,71.32,77.65,4.57,12.76,4.06,0.95,1.75,35117.41
0,8.01,44.38,82.83,3.74,8.59,2.84,2.01,1.98,37485.67
1,11.48,87.82,70.76,4.13,19.24,3.42,2.45,4.24,34526.83
0,14.59,72.29,84.49,3.44,6.75,5.06,0.26,1.6,30621.94
0,12.1,61.74,89.02,3.12,5.01,2.37,0.47,1.54,32137.59
0,16.37,69.64,81.83,2.58,8.63,6.18,0.78,0.14,29925.22
1,11.42,59.55,83.99,4.97,6.97,3.45,0.62,0.6,33987.96
0,31.39,82.48,75.04,4.78,8.04,10.32,1.82,1.13,26857.55
0,8.69,70.55,87.06,2.28,6.79,2.92,0.95,1.86,31854.17
0,27.2,77.98,77.89,5.11,7.22,8.11,1.67,1.29,28805.58
0,10.22,79.63,79.37,3.14,12.49,4.24,0.76,18.9,36113.36
0,6.37,42.43,75.69,4.28,13.77,5.27,0.99,1.06,37366.64
0,20.89,91.22,75.34,5.94,10.72,6.78,1.23,2.22,28214.22
0,13.55,61.03,83.32,3.18,6.79,4.84,1.88,0.57,32805.09
0,17.33,89.08,80.26,6.37,9.28,3.74,0.35,2.5,32544
0,10.89,65.17,85.19,3.28,5.76,4.71,1.05,0.43,31645.19
1,11.91,91.06,84,3.52,6.62,5.14,0.7,2.35,34679.1
0,18.94,83.69,78.91,4.05,8.95,7.01,1.08,4.41,27923.39
0,17.18,88.35,74.84,6.37,11.67,6.01,1.11,3.46,30369.22
0,7.24,67.23,80.03,3.83,11.04,4.08,1.02,2.44,41389.15
0,5.03,28.42,82.58,2.57,10.7,3.74,0.41,2.38,51387.39
0,16.45,61.11,77.66,3.96,10.59,6.76,1.03,1.95,32202.95
1,25.06,107.67,78.91,4.79,10.03,5.3,0.97,2.97,28308.61
0,28.49,81.64,75.04,4.26,11.88,8.16,0.66,0.45,24459.63
0,29.77,57.4,76.42,4.78,9.12,7.74,1.95,1.32,25133.14
0,43.21,37.15,69.21,6.54,9.64,13.5,1.1,3.91,24091.85
0,13.76,61,73.78,5.86,9.05,10.38,0.93,2.11,30410.54
1,22.53,93.11,82.51,2.99,6.6,7.53,0.37,1.54,27558.58
0,13.98,52.82,75.1,4.79,9.53,8.94,1.64,1.23,28966.88
0,28.59,56.88,73.92,4.1,13.52,7.18,1.28,0.27,24593.19
0,4.66,52.65,84.2,3.8,9.14,1.02,1.83,1.58,42186.61
0,7.76,69.71,80.98,1.7,13.26,3.09,0.97,2.23,32635.67
0,11.34,49.95,79.54,2.95,13.36,1.97,2.18,1.44,34736.06
0,12.38,75.13,79.17,5.03,11.25,2.45,2.1,2.02,36426.16
0,11.04,70.72,84.88,3.1,9.88,1.7,0.44,1.3,32663.83
0,9.5,71.08,74.78,5.7,14.51,1.52,3.49,1.78,32374.25
1,5.78,61.17,77.98,2.98,15.65,1.59,1.8,1.56,36376.64
0,27.5,162.39,50.49,6.01,32.46,8.12,2.92,1.63,34706.56
0,42.07,161.37,44.02,4.71,41.99,7.72,1.57,1.3,27545.12
0,43.88,230.29,33.23,2.81,54.61,7.7,1.65,0.69,25884.91
0,27.24,266.32,62.77,5.49,25.67,3.83,2.23,1.18,37689.8
0,25.91,126.58,58.93,4.05,25.71,7.71,3.6,1.28,34662.47
0,25.42,155.97,51.79,4.81,34.96,5.81,2.64,1.25,36800.99
0,28.3,193.16,58.12,5.28,30.02,3.65,2.92,1.99,33356.58
0,34,206.04,44.88,2.78,40.52,8.91,2.91,0.47,28101.02
0,37.9,169.65,20.09,1.99,68.95,7.31,1.66,2.55,25724.23
0,43.13,194.67,26.88,3.55,58.71,8.38,2.48,4.65,23191.74
0,34.77,206.56,40.61,5.23,45.41,6.99,1.77,2.46,28481.25
0,25.08,135.35,48.38,4.91,40.79,3.54,2.38,2.6,39110.94
0,42.48,175.25,26.21,2.42,62.23,7.76,1.39,2.1,26624.15
1,31.54,95.75,59.54,5.26,27.34,5.33,2.53,2.31,36858.74
0,24.88,197.61,43.99,3.03,43.03,7.25,2.7,7.22,28882.75
0,35.57,245.83,42.84,5.63,39.9,10.25,1.38,2.21,26010.9
0,17.41,105.7,47.02,5.01,36.61,8.78,2.58,20.65,39070.74
1,14.11,188.2,59.79,4.39,30.39,3.21,2.22,3.15,47824.7
1,22.51,44.51,62.41,3.55,29.46,3.9,0.69,5.35,38661.96
0,12.66,118.23,64.86,5.09,22.69,3.83,3.54,4.82,53721.69
0,33.69,113.28,27.94,3.44,53.75,12.34,2.53,4.06,30676.24
0,18.97,144.25,57.79,3.62,30.99,6.06,1.54,2.79,48292.83
0,37.72,196.38,54.31,5.28,25.16,12.98,2.26,1.78,26686.22
0,35.52,35.97,59.6,5,20.39,13.42,1.59,1.16,32097.09
0,31.2,50.75,55.3,5.75,27.4,9.8,1.75,2.77,30922.75
0,20.84,192.43,75.53,5.51,13.27,4.27,1.42,3.94,53906.41
0,28.64,196.76,51.04,4.37,31.47,11.39,1.73,1.31,29250.72
0,21.89,158.96,76.74,5.49,11.52,4.42,1.83,1.91,49685.89
0,25.75,150.96,46.5,4.38,39.49,7.55,2.09,2.82,32137.93
0,27.77,134.77,57.83,4.24,26.8,9.52,1.62,1.11,32843.62
0,32.53,175,36.31,6.25,46.63,8.37,2.45,3.08,28292.49
0,20.73,88.36,69.19,4.38,21.74,3.72,0.96,3.98,57518.39
0,31.12,225,48.43,3.4,36.24,9.88,2.03,1.96,28343.06
1,24.25,38.68,74.53,5.82,11.95,6.81,0.9,1.95,52654.89
0,32.56,347.36,22.45,3.94,57.87,12.97,2.77,1.54,26197.42
1,38.7,173.87,21.14,3.22,62.6,11.32,1.73,0.6,24857.54
0,29.74,207.5,41.19,6.04,36.7,11.83,4.23,5.95,30043.76
1,30.71,111.04,27,3.7,54.88,11.42,3,1.95,29435.64
0,41.3,157.26,32.08,4.06,48.51,13.71,1.64,0.37,28079.24
0,31.7,207.97,33.06,4.19,50.19,10.25,2.31,0.86,25797.32
0,36.94,139.13,31.09,4.32,51.2,11.97,1.42,1.21,26105.21
0,26.69,177.64,31.55,3.06,50.31,12.56,2.53,3.23,29307.11
0,36.13,154.03,34.43,4.08,48.07,11.18,2.24,2.07,25777.75
0,43.23,151.27,38.41,3.13,43.34,13.32,1.8,0.44,26294.99
0,46.46,76.97,21.96,3.9,59.26,12.61,2.27,13.57,24010.18
0,29.92,112.19,49.27,4.15,36.87,7.59,2.12,2.86,32177.58
0,41.67,179.92,38.88,3.67,45.55,9.67,2.22,3.64,25587.08
0,43.07,142.66,29.09,5.28,50.37,13.62,1.64,0.68,23859.24
0,43.12,110.21,34.11,4.34,44.22,14.74,2.59,1.94,26067.42
1,39.58,240.54,38.73,3.97,44.11,11.4,1.79,1.37,26492.54
0,28.66,166.69,36.17,4.27,50.62,6.96,1.97,1.64,27410.82
1,35.19,171.37,38.83,4.17,44.7,10.2,2.11,2.04,30977.63
0,28.25,184.86,41.07,4.79,41.32,10.85,1.97,1.43,26515.13
1,18.74,142.91,66.08,2.5,24.76,3.73,2.92,11.66,61920
0,34.74,178.81,32.2,3.21,53.03,9.46,2.1,2.27,28770.18
1,35.61,121,36.78,2.66,52,6.19,2.37,1.29,26570.12
0,32.99,153.54,33.23,4.46,50.9,10.56,0.85,1.59,26064.8
0,21.97,152.72,63.01,5.25,25.3,5.38,1.06,4.04,56926.91
0,26.22,126.11,60.94,5.63,25.83,4.93,2.67,1.34,36562.88
0,32.23,186.03,42.4,4.08,42.79,7.15,3.58,0.93,29150.11
0,25.85,154.51,40.79,3.09,47.05,6.42,2.65,3.51,24031.54
0,29.29,116.14,45.12,2.99,44.55,5.17,2.18,1,28338.17
0,32.96,178.77,49.54,3.24,37.07,6.91,3.24,1.67,26778.02
0,34.31,260.36,19.13,3.25,68.97,6.96,1.69,1.3,24845.71
1,26.9,186.6,63.88,4.34,25.31,4.98,1.49,1.02,34586.32
0,33,102.56,48.33,4.19,33.56,11.43,2.49,4.85,33348.37
0,34.36,369.83,30.77,3.7,50.56,11.94,3.03,1.01,25741.65
0,32.25,143.88,39.49,3.44,44.96,9.77,2.33,2.02,28074.93
0,22.3,84.97,53.67,3.13,33.94,7.2,2.06,2.36,35252.28
0,31.03,160.9,26.37,3.46,57.08,12.15,0.94,0.9,27941.48
0,35.15,244.2,18.53,3.81,66.98,9.58,1.1,0.31,24035.79
0,36.78,129.48,18.49,3.31,64.81,11.66,1.73,17.5,26051.96
0,24.19,244.76,35.28,4.21,50.89,7.15,2.48,1.95,36114.03
0,13.79,149.96,68.23,4.68,21.82,3.83,1.44,3.88,47541.18
0,5.37,257.86,70.21,3.46,22.08,2.03,2.22,8.37,74069.39
0,7.92,37.07,61.04,4.36,30.12,1.47,3.01,14.56,79657.94
0,25.12,137.34,45.56,3.99,37.89,8.89,3.67,4.59,40444.16
0,8.22,147.21,58.7,3.95,32.82,2.49,2.03,5.68,59895.9
0,29.57,170.81,38.2,3.06,51.45,5.22,2.07,2.58,28027.33
0,31.37,135.06,33.1,4.17,52.39,8.34,2,1.34,33550.11
0,39.74,191.66,19.72,3.62,68.64,6.82,1.21,1.35,25633.1
0,36.49,155.26,35.49,3.93,53.38,6.05,1.14,1.45,31280.43
0,29.95,289.92,34.04,3.92,52,6.08,3.96,0.47,27954.81
0,38,157.59,30.06,3.7,57.84,7.59,0.8,2.96,26234.71
0,34.6,187.99,39.43,3.47,46.96,6.56,3.58,1.9,28848.18
1,28.56,126.22,57.91,5.3,28.65,4.92,3.23,3.04,34324.18
0,9.87,156.95,75.76,3.2,16.76,1.9,2.39,7.32,62296.77
0,7.73,115.8,71.92,4.95,19.22,1.61,2.3,5.21,72042.28
0,8.79,63.22,76.24,3.25,16.94,1.93,1.65,11.76,70067.54
0,18.65,79.37,59.7,4.95,29.25,4.15,1.94,5.6,52191.12
0,31.08,210.7,21.11,2.7,67.68,6.79,1.72,2.72,26575.07
0,26.08,145.56,44.98,4.17,44.86,4.36,1.62,3.8,34021.42
1,9.3,147.76,76.01,3.61,15.88,2.79,1.7,9.28,71032.65
1,41.26,178.1,29.57,3.54,56.63,8.31,1.95,2.31,27706.14
0,36.68,277.78,33.43,3.26,52.56,8.75,2,2.06,26634.12
0,35.82,165.53,25.3,2.11,65.86,5.44,1.28,3.05,27916.73
0,25.27,412.25,18.12,2.37,69.7,7.65,2.16,2.6,26689.29
0,23.95,116.28,44.88,4.23,39.03,10.71,1.14,5.66,36719.4
0,38.47,197.37,23.91,2.25,63.77,6.23,3.83,2.68,26904.51
0,30.89,221.62,35.14,2.77,52.2,6.81,3.07,2.92,26486.6
1,36.7,147.13,45.58,3.34,44.91,3.84,2.33,3.24,39836.32
0,14.04,126,67.75,3.66,22.51,2.97,3.11,12.81,58891.13
0,28.76,171.55,37.82,3.32,54.47,2.84,1.56,1.75,32649.07
0,38.45,242.03,35.94,3.16,51.58,7.05,2.28,1.64,29926.24
0,37.27,221.87,39.12,2.54,52.71,4.21,1.42,3.29,31064.26
0,38.76,183.35,52.11,3.36,35.64,7.58,1.32,1.68,28089.42
0,39.6,236.83,37.24,3.84,47.52,9.11,2.29,0.32,26198.58
0,24.56,262.61,46.26,3.92,39.4,7.49,2.94,1.22,30462.16
0,21.64,133.49,77.27,6.36,13.27,1.91,1.18,2.76,58645.58
0,32.58,178.77,57.13,5.1,29.48,6.27,2.03,1.64,34106.09
1,39.09,329.26,47.19,3.34,42.53,4.83,2.11,1.3,31698.81
0,27.6,119.81,58.68,4.99,30.41,4.14,1.77,3.71,45067.62
0,35.9,256.56,43.93,5.35,32.28,14.26,4.18,3.37,30275.94
0,32.58,226.98,20.89,2.33,70.78,4.72,1.27,2.62,27416.61
0,33.78,176.22,26.95,1.76,63.94,5.27,2.09,3.4,29411.26
0,32.26,92.17,38.93,3.64,46.83,6.73,3.87,1.76,30075.63
0,27.82,216.55,39.9,2.93,51.91,2.66,2.59,2.64,31458.92
1,37.49,213.4,26.43,2.6,64.99,4.38,1.59,3.77,26862.47
0,24.53,188.94,51.39,4.18,39.32,2.94,2.17,6.52,44469.06
1,26.26,187.57,41.69,3.95,44.53,5.89,3.95,2.04,30083.77
1,30.08,101.03,43.03,5.85,19.62,26.96,4.53,1.69,25168.5
0,23.15,182.17,47.99,5.71,18.37,23.75,4.18,1.76,28401.77
0,23.7,172.44,40.39,4.04,24.13,28.38,3.06,1.61,26907.31
0,16.92,184.37,50.65,5.02,17.99,23.66,2.67,2.34,30025.84
0,22.84,182.96,38.47,7.22,21.28,30.5,2.53,2.46,26597.61
0,28.2,159.17,43.16,7.19,22.82,22.77,4.06,2.91,26676.63
0,27.95,175.25,41.21,7.52,23.91,22.5,4.86,2.08,26462.54
0,44.7,139.83,38.35,6.97,18.05,31.52,5.11,1.7,21376.16
0,39.67,151.04,28.97,5.86,21.32,38.96,4.88,1.23,21250.58
0,24.34,83.93,31.84,4.77,40.26,19.72,3.41,3.26,25374.34
0,26.11,179.16,43.34,4.88,27.82,18.62,5.34,2.32,24795.38
0,19.37,194.84,43.96,4.01,30.98,18.4,2.65,2.03,29428.8
0,24.52,180.69,46.25,4.19,21.55,18.96,9.04,2.65,29590.2
1,43.18,72.03,40.13,7.9,19.09,28.77,4.11,1.41,24363.49
0,32.12,119.48,37.62,7.17,17.64,33.01,4.55,2.92,24977.07
0,22.39,62.28,45.26,6.53,25.1,16.85,6.25,2.95,27625.62
0,15.75,65.35,63.43,6.63,13.1,14.44,2.4,1.52,39683.68
0,30.52,48.59,40.22,7.34,21.52,26.47,4.46,1.48,27707.73
0,20.89,139.99,45.77,9.19,19.12,22.08,3.84,3.11,30241.18
1,18.18,91.57,59.72,4.67,14.77,16.35,4.5,2.11,33943.07
0,15.5,88.57,59.91,6.61,15.08,15.28,3.13,1.46,34679.76
0,18.17,103.38,49,5.54,20.42,21.02,4.02,2.99,29920.83
1,29.85,22.75,76.09,5.35,6.25,10.77,1.53,1.62,28794.52
0,28.62,57.64,82.26,3.65,5.25,7.24,1.6,2.24,27732.94
0,15.04,36.55,85.7,4.06,3,5.25,2,2.42,42232.96
0,10.41,12.99,90.1,2.76,2.86,2.92,1.35,2.28,54289.14
0,16.07,32.33,89.76,2.93,3.82,2.21,1.27,2.09,46236.5
0,13.63,58.4,85.58,5.43,4.19,4.13,0.68,2.73,44144.25
0,25.18,66.07,74.3,5.25,7.94,10.13,2.38,0.44,34817.77
0,25.9,34.7,74.36,4.42,9.39,8.96,2.88,0.34,33040.32
0,17.61,46.03,71.59,3.47,9.83,12.66,2.44,1.03,39978.6
0,22.08,67.34,82.39,4.74,5.1,6.25,1.52,3.19,38826.07
0,12.68,74.81,81.77,4.12,6.58,6.4,1.14,1.61,44817.69
1,13.15,59.42,79.64,3.76,8.49,4.88,3.23,0.61,47450.79
0,15.4,62.35,79.29,4.02,5.49,7.96,3.25,0.61,43078.18
0,23.29,20.79,61.9,5.27,14.44,14,4.4,1.46,37076.34
0,19.36,55.93,44.15,3.9,35.78,12.65,3.51,1.36,36415.13
0,32.04,88.61,33.49,3.74,37.4,20.83,4.55,2.43,28326.46
0,29.3,203.61,27.13,2.75,50.2,13.94,5.99,2.64,25273.16
1,19.55,66.53,47.22,5.39,27.66,15.34,4.39,1.98,35431.13
0,27.28,131.76,36.1,3.6,41.17,16.07,3.05,3.07,29896.19
0,21.84,138.97,44.05,4.11,33.33,14.45,4.05,3.23,35269.15
0,15.82,176.3,48.92,6.8,24.35,14.84,5.1,1.76,29569.68
0,14.49,136.1,48.54,4.14,22.17,20.27,4.87,2,32696.67
0,20.62,160.24,49.85,4.82,23.43,17.56,4.35,2.69,34191.56
0,11.82,199.19,56.47,4.97,12.67,17.15,8.74,1.59,34718.02
0,25.58,188.75,42.66,6.24,30.13,16.92,4.05,1.74,27326.19
1,17.1,149.23,45.93,5.56,28.36,16.35,3.81,1.57,34023.65
0,20.79,164.3,45.88,4.42,31.37,13.15,5.18,2.71,28079.79
0,22.17,188.97,37.56,5.17,41.37,11.28,4.61,2.82,28761.57
0,19.85,21.75,59.2,5.78,16.33,16.39,2.3,1.42,42913.5
1,22.98,87.82,57.67,6.76,15.66,16.91,3,4.24,35015.72
0,11.82,72.62,75.8,4.48,8.74,8.11,2.87,0.57,46192.6
0,22.67,29.65,76.64,5.76,9.13,6.95,1.52,2.41,40814.31
0,15.41,81.1,72.07,6.23,12.01,8.26,1.43,2.46,42550.21
0,38.7,124.34,52.74,5.63,12,24.81,4.81,3.47,25089.88
0,14.96,71.56,74.91,5.88,8.51,7.28,3.43,1.88,40219.6
0,32.11,70.64,67.36,5.92,9.11,14.59,3.02,1.14,27985.11
0,33.46,29.14,71.75,6.36,7.51,11.56,2.82,3.13,29519.35
0,8.94,45.72,84.29,3.97,5.36,4.76,1.63,2.13,48420.16
1,7.18,56.8,84.93,3.8,4.87,4.47,1.93,1.13,50839.77
0,19.35,57.54,79.54,3.38,7.63,7.16,2.3,2.41,39573.3
0,31.04,39.27,79.48,3.78,7.32,7.25,2.17,0.7,28291.58
0,34.95,49.68,77.94,4.7,4.82,10.21,2.32,1.21,26916.66
0,21.32,25.92,58.84,5.03,19.2,12.55,4.38,0.47,31374.56
0,26.24,112.92,46.43,5.12,31.63,11.52,5.3,2.87,28915.96
0,21.83,164.4,47.93,3.55,12.46,23.34,12.71,0.78,26235.41
0,36.02,156.52,45.96,5.44,26.85,17.79,3.95,2.23,27420.71
0,17.27,10.88,56.54,4.15,21.33,13.39,4.59,0.53,34655.23
0,19.91,173.23,50.43,4.31,31.77,9.17,4.31,0.77,30108.81
1,26.87,106.02,42.4,5.14,34.24,14.21,4.02,0.82,32700.08
0,37.91,48.13,47.91,6.51,24.06,17.85,3.66,1.02,25259.29
0,47.48,20.91,40.91,5.48,22.91,27.87,2.83,0.5,23560.05
0,29.21,103.24,50.84,5.11,15.55,23.33,5.17,1.84,27827.79
0,22.18,21.13,53.52,5.38,18.17,18.89,4.04,1.83,29684.22
0,32.7,94.41,45.23,5.38,21.62,23.12,4.66,1.34,26283.51
0,30.78,46.81,51.79,5.39,17.39,22.18,3.25,2.75,27230.21
1,28.71,170.23,45.83,5.56,19.62,23.18,5.81,2.22,26379.4
0,28.42,133.2,42.98,5.51,31.23,16.65,3.63,2.92,29303.17
1,22.46,142.27,46.64,5.49,27.38,15.87,4.63,2.66,28463.78
0,41.22,186.4,31.72,14.39,14.02,33.25,6.61,0,21763.35
0,23.3,143.37,55.63,4.46,22.98,14.12,2.8,0.29,32914.13
0,27.42,106.52,56.89,5.36,23.54,10.36,3.85,2.07,30655.42
0,34.24,102.37,56.85,7.01,13.17,18.39,4.58,1.73,26060.25
0,26.46,140,46.19,4.94,31.49,12.32,5.06,1.67,31851.85
0,18.45,110.52,62.16,5.64,19.49,10.18,2.53,1.6,37807.03
0,32.23,47.23,72.63,4.48,8.25,11.83,2.81,0.58,27278.57
1,21.52,56.49,75.23,4.48,8.4,9.96,1.93,0.97,33477.16
0,26.42,60.83,70.94,4.49,10.2,10.71,3.66,1.35,34641.53
0,22.95,35.03,74.54,5.83,6.48,10.08,3.06,2.47,35460.68
0,23.07,63.72,67.59,6.07,9.98,12.75,3.61,3.7,30592.93
0,19.4,90.9,63.88,6.78,12.58,13.61,3.15,2.11,30996.08
0,21.13,62.71,57.03,4.14,17.75,16.5,4.58,3.48,33249.24
0,42.12,127.32,30.74,3.47,41.05,20.2,4.55,1.13,24995.31
0,25.04,178.59,23.55,5.07,48.3,17.36,5.72,1.47,27838.74
0,26.89,13.01,42.96,3.97,24.55,23.23,5.29,2.81,28378.38
0,36,163.24,35.37,4.47,30.64,24.07,5.47,2.11,25247.07
0,37.26,87.08,29.41,5.84,30.77,28.31,5.67,2.03,25196.68
0,25.84,162.76,43.92,7.03,16.36,27.56,5.12,3.09,26232.35
1,25.37,147.98,34.3,4.2,31.28,26.92,3.3,1.01,27760.9
0,21.6,53.32,42.83,7.38,17.89,25.7,6.2,3.73,26805.61
0,39.59,121.5,35.11,5.9,17.87,35.51,5.62,0.91,22642.42
0,23.26,35.53,39.28,5.53,26.02,26.69,2.48,2.54,26421.59
0,24.39,43.31,41.09,4.64,32.73,17.14,4.41,1.31,29037.57
0,26.4,100.59,39.72,4.16,26.67,24.9,4.56,2.4,28862.14
0,27.79,66.26,33.35,5.67,29,26.45,5.53,2.38,25579.67
0,29.03,144.65,41.32,5.07,24.1,24.45,5.07,2.22,26334.77
0,26.6,76.37,50.41,4.21,27.92,12.85,4.61,1.69,35790.4
0,25.66,133.93,53.26,5.46,21.11,15.92,4.24,4.03,31203.49
0,20.92,82.63,51.91,4.79,28.38,9.83,5.08,3.02,38669.36
0,19.01,116.64,47.38,5.78,25.8,18.18,2.86,4.48,33573.9
0,25.95,94.38,49.21,6.98,25,14.46,4.34,3.52,33461.94
0,18.76,129.18,58.54,4.57,24.31,9.19,3.39,1.7,40927.77
1,13.8,119.37,57.18,6.44,19.84,12.43,4.1,2.2,41464.14
0,31.37,142.18,31.21,3.66,50.41,11.13,3.6,2.01,29204.27
0,34.28,129.55,45.01,5.24,23.49,19.79,6.46,1.63,25087.5
0,28.77,99.41,43.08,4.42,36.01,12.06,4.42,3.11,29433.79
1,23.41,152.95,47.83,4.39,26.42,15.14,6.21,2.45,29085.86
0,16.83,150.62,41.49,3.57,36.37,15.73,2.83,2.25,32467.79
0,26.68,36.5,50.5,5.54,16.29,21.61,6.06,3.31,29044.96
0,46.28,97.53,32.05,8.43,33.03,22.47,4.03,1.64,23413.29
0,15.9,56.61,72.75,5.5,7.92,10.82,3.02,0.66,39367.43
0,16.07,89.1,70.45,5.91,8.52,12.46,2.67,0,37713.28
0,24.84,73.43,70.12,5.58,9.69,11.9,2.7,1,28947.07
0,25.77,49.3,57.78,6.4,14.46,18.09,3.26,0.6,31635.12
0,24.38,94.34,62.08,3.79,14.64,14.99,4.49,0.31,29316.93
0,29.35,33.59,50.42,5.47,20.88,19.39,3.84,0.91,28501.95
1,42.73,64.97,45.86,4.88,11.82,34.87,2.57,0.19,24527.81
0,20.48,159.56,47.89,5.23,25.87,16.31,4.7,1.47,32318.71
0,26.21,151.39,46.19,3.97,30.67,14.39,4.78,1.45,28324.91
0,43.38,153.6,40.12,4.95,22.57,26.42,5.93,0.37,22108.45
0,29.84,139.77,47.67,6.6,24.76,17.29,3.68,1.47,29210.22
0,15.24,103.5,47.44,7.48,27.81,12.89,4.38,1.61,30725.09
1,23.84,139.78,38.33,4.29,35.99,17.44,3.96,1.54,31106.97
0,14.98,138.79,67.35,6.44,10.13,12.78,3.3,2.48,35855.06
0,37.51,143.92,41.04,7.16,21.22,26.54,4.05,0.92,23859.42
0,18.11,135.04,53.33,5.93,20.97,16.84,2.93,1.27,39414.16
1,14.8,111.51,63.65,5.24,18.61,10.41,2.09,1.69,46015.5
0,29.63,117.36,44.59,5.01,20.14,24.27,5.99,2.44,25765.48
0,17.86,22.44,58.48,4.75,19.19,15.48,2.1,1.5,45162.19
0,39.49,80.95,39.94,6.71,24.33,23.96,5.06,0.63,24707.54
0,34.26,106.64,49.61,6.69,17.52,22.18,4,0.99,28129.59
0,32.77,134.25,48.03,5.1,18.21,23.61,5.05,1.04,27437.03
0,9.88,137.94,81.9,3.55,7.9,5.96,0.69,0.93,56003.93
0,11.88,156.62,79.09,4.06,9.48,6.42,0.94,2.74,50638.56
0,17.52,124.7,74.71,4.18,9.16,9.97,1.98,6.61,42188.71
0,15.98,129.46,73.33,5.05,9.6,10.88,1.14,5.33,45435.77
0,13.59,89.24,75.18,3.79,12.35,7.21,1.47,4.96,44717.41
0,5.09,82.72,92.05,1.79,4.72,1.14,0.3,3.04,75593.04
0,4.36,165.57,84.53,4.59,6.49,3.34,1.05,3.06,73947.27
0,10.24,107.07,88.44,2.65,4.72,3.49,0.71,2.7,65488.2
1,7.24,222.69,76.47,3.45,12.04,6.9,1.15,2.73,58265.29
0,15.16,159.2,68.58,5.1,16.54,7.65,2.13,3.89,40752.23
0,15.12,132.83,64.61,4.28,17.95,11.34,1.83,3.1,38943.32
1,14.03,45.38,66.02,4.86,16.47,11.18,1.46,2.32,43191.42
0,18.33,47.19,75.11,5.58,7.16,10.44,1.71,4.4,43711.61
0,16.14,103.85,73.8,5.52,10.67,8.87,1.14,2.81,43732.12
0,17.65,49.85,79.97,4.8,7.44,6.9,0.88,5.08,43265.32
0,21.38,135.51,75.51,5,6.35,11.99,1.15,5.05,42418.96
0,14.58,139.53,75.05,4.9,8.87,9.99,1.19,5.02,46189.52
0,26.94,74.89,76.27,5.62,7.49,9.3,1.32,4.67,48592.84
0,7.24,117.73,85.1,3.77,5.96,4.04,1.13,1.6,55469.55
0,14.21,154.7,53.49,4.47,21.91,16.56,3.58,1.52,34353.03
0,15.53,60.71,69.11,5,12.45,12.04,1.4,2.36,38151.74
0,13.6,125.52,78.19,3.92,8.86,7.55,1.48,3.49,40404.48
0,19.1,139.62,72.03,6,9.48,10.56,1.92,3.18,37956.19
1,23.5,124.19,48.31,5.34,17.38,26.5,2.47,0.57,29674.35
